,Код КПГЗ,Код ОКПД-2 (ОКПД2014)
9187,01.02.10.43.163,21.20.23
9188,01.02.10.43.164,21.20.23
9189,01.02.10.43.165,21.20.23
9190,01.02.10.43.315,21.20.23
9191,01.02.10.43.316,21.20.23
9192,01.02.10.43.317,21.20.23
9193,01.02.10.43.318,21.20.23
9194,01.02.10.43.320,21.20.23
9195,01.02.10.43.166,21.20.23
9196,01.02.10.43.167,21.20.23
9197,01.02.10.43.169,21.20.23
9198,01.02.10.43.175,21.20.23
9199,01.02.10.43.179,21.20.23
9200,01.02.10.43.183,21.20.23
9201,01.02.10.43.266,21.20.23
9202,01.02.10.43.248,21.20.23
9203,01.02.10.43.312,21.20.23
9204,01.02.10.43.313,21.20.23
9205,01.02.10.43.319,21.20.23
9206,01.02.10.43.324,21.20.23
9207,01.02.10.43.326,21.20.23
9208,01.02.10.43.327,21.20.23
9209,01.02.10.43.328,21.20.23
9210,01.02.10.43.332,21.20.23
9211,01.02.10.43.334,21.20.23
9212,01.02.10.43.335,21.20.23
9213,01.02.10.43.270,21.20.23
9214,01.02.10.43.337,21.20.23
9215,01.02.10.43.338,21.20.23
9216,01.02.10.43.342,21.20.23
9217,01.02.10.43.343,21.20.23
9218,01.02.10.43.344,21.20.23
9219,01.02.10.43.346,21.20.23
9220,01.02.10.43.348,21.20.23
9221,01.02.10.43.353,21.20.23
9222,01.02.10.43.354,21.20.23
9223,01.02.10.43.355,21.20.23
9224,01.02.10.43.271,21.20.23
9225,01.02.10.43.356,21.20.23
9226,01.02.10.43.357,21.20.23
9227,01.02.10.43.360,26.60.12.110
9228,01.02.10.43.362,21.20.23
9229,01.02.10.43.363,21.20.23
9230,01.02.10.43.518,21.20.23
9231,01.02.10.43.524,21.20.23
9232,01.02.10.43.526,21.20.23
9233,01.02.10.43.530,21.20.23
9234,01.02.10.43.531,21.20.23
9235,01.02.10.43.275,21.20.23
9236,01.02.10.43.532,21.20.23
9237,01.02.10.43.535,21.20.23
9238,01.02.10.43.536,21.20.23
9239,01.02.10.43.539,21.20.23
9240,01.02.10.43.542,21.20.23
9241,01.02.10.43.548,21.20.23
9242,01.02.10.43.549,21.20.23
9243,01.02.10.43.550,21.20.23
9244,01.02.10.43.554,21.20.23
9245,01.02.10.43.556,21.20.23
9246,01.02.10.43.278,21.20.23
9247,01.02.10.43.304,21.20.23
9248,01.02.10.43.305,21.20.23
9249,01.02.10.43.307,21.20.23
9250,01.02.10.43.311,21.20.23
9251,01.02.10.43.561,21.20.23
9252,01.02.10.43.562,21.20.23
9253,01.02.10.43.564,21.20.23
9254,01.02.10.43.566,21.20.23
9255,01.02.10.43.571,21.20.23
9256,01.02.10.43.588,21.20.23
9257,01.02.10.43.590,21.20.23
9258,01.02.10.43.591,21.20.23
9259,01.02.10.43.340,21.20.23
9260,01.02.10.43.339,21.20.23
9261,01.02.10.43.341,21.20.23
9262,01.02.10.43.345,21.20.23
9263,01.02.10.43.347,21.20.23
9264,01.02.10.43.349,21.20.23
9265,01.02.10.43.350,21.20.23
9266,01.02.10.43.351,21.20.23
9267,01.02.10.43.352,21.20.23
9268,01.02.10.43.358,21.20.23
9269,01.02.10.43.593,21.20.23
9270,01.02.10.43.359,21.20.23
9271,01.02.10.43.364,21.20.23
9272,01.02.10.43.365,21.20.23
9273,01.02.10.43.859,26.60.12.110
9274,01.02.10.43.860,26.60.12.110
9275,01.02.10.43.862,21.20.23
9276,01.02.10.43.865,21.20.23
9277,01.02.10.43.867,21.20.23
9278,01.02.10.43.870,21.20.23
9279,01.02.10.43.873,21.20.23
9280,01.02.10.43.325,21.20.23
9281,01.02.10.43.876,21.20.23
9282,01.02.10.43.877,20.59.52
9283,01.02.10.43.879,21.20.23
9284,01.02.10.43.880,21.20.23
9285,01.02.10.43.882,21.20.23
9286,01.02.10.43.884,21.20.23
9287,01.02.10.43.886,21.20.23
9288,01.02.10.43.889,21.20.23
9289,01.02.10.43.891,26.60.12.110
9290,01.02.10.43.894,21.20.23
9291,01.02.10.43.321,21.20.23
9292,01.02.10.43.895,21.20.23
9293,01.02.10.43.595,21.20.23
9294,01.02.10.43.596,21.20.23
9295,01.02.10.43.605,21.20.23
9296,01.02.10.43.609,21.20.23
9297,01.02.10.43.610,21.20.23
9298,01.02.10.43.611,21.20.23
9299,01.02.10.43.612,21.20.23
9300,01.02.10.43.697,21.20.23
9301,01.02.10.43.614,21.20.23
9302,01.02.10.43.329,21.20.23
9303,01.02.10.43.330,21.20.23
9304,01.02.10.43.331,21.20.23
9305,01.02.10.43.333,21.20.23
9306,01.02.10.43.336,21.20.23
9307,01.02.10.43.615,21.20.23
9308,01.02.10.43.616,21.20.23
9309,01.02.10.43.791,21.20.23
9310,01.02.10.43.792,21.20.23
9311,01.02.10.43.793,21.20.23
9312,01.02.10.43.796,21.20.23
9313,01.02.10.43.799,21.20.23
9314,01.02.10.43.800,21.20.23
9315,01.02.10.43.901,21.20.23
9316,01.02.10.43.902,21.20.23
9317,01.02.10.43.903,21.20.23
9318,01.02.10.43.904,21.20.23
9319,01.02.10.43.905,21.20.23
9320,01.02.10.43.906,21.20.23
9321,01.02.10.43.907,21.20.23
9322,01.02.10.43.908,21.20.23
9323,01.02.10.43.909,21.20.23
9324,01.02.10.43.911,21.20.23
9325,01.02.10.43.804,21.20.23
9326,01.02.10.43.912,21.20.23
9327,01.02.10.43.917,21.20.23
9328,01.02.10.43.918,21.20.23
9329,01.02.10.43.921,21.20.23
9330,01.02.10.43.925,21.20.23
9331,01.02.10.43.926,20.59.52
9332,01.02.10.43.927,21.20.23
9333,01.02.10.43.928,32.50.13
9334,01.02.10.43.929,21.20.23
9335,01.02.10.43.930,21.20.23
9336,01.02.10.43.805,21.20.23
9337,01.02.10.43.931,20.59.52
9338,01.02.10.43.932,21.20.23
9339,01.02.10.43.934,21.20.23
9340,01.02.10.43.935,21.20.23
9341,01.02.10.43.810,21.20.23
9342,01.02.10.43.812,21.20.23
9343,01.02.10.43.817,21.20.23
9344,01.02.10.43.823,21.20.23
9345,01.02.10.43.861,21.20.23
9346,01.02.10.43.863,21.20.23
9347,01.02.10.43.806,32.50.13
9348,01.02.10.43.866,21.20.23
9349,01.02.10.43.868,21.20.23
9350,01.02.10.43.869,21.20.23
9351,01.02.10.43.871,21.20.23
9352,01.02.10.43.872,21.20.23
9353,01.02.10.43.874,21.20.23
9354,01.02.10.43.875,21.20.23
9355,01.02.10.43.878,21.20.23
9356,01.02.10.43.881,21.20.23
9357,01.02.10.43.883,21.20.23
9358,01.02.10.43.808,21.20.23
9359,01.02.10.43.896,21.20.23
9360,01.02.10.43.897,21.20.23
9361,01.02.10.43.899,21.20.23
9362,01.02.10.43.900,21.20.23
9363,01.02.10.43.885,21.20.23
9364,01.02.10.43.887,21.20.23
9365,01.02.10.43.369,21.20.23
9366,01.02.10.43.936,21.20.23
9367,01.02.10.43.938,21.20.23
9368,01.02.10.43.939,21.20.23
9369,01.02.10.43.940,21.20.23
9370,01.02.10.43.941,21.20.23
9371,01.02.10.43.942,21.20.23
9372,01.02.10.43.503,21.20.23
9373,01.02.10.43.668,21.20.23
9374,01.02.10.43.922,21.20.23
9375,01.02.10.43.577,21.20.23
9376,01.02.10.43.578,21.20.23
9377,01.02.10.43.579,21.20.23
9378,01.02.10.43.580,26.60.12.110
9379,01.02.10.43.581,21.20.23
9380,01.02.10.43.582,26.60.12.110
9381,01.02.10.43.584,21.20.23
9382,01.02.10.43.943,21.20.23
9383,01.02.10.43.585,21.20.23
9384,01.02.10.43.586,21.20.23
9385,01.02.10.43.587,21.20.23
9386,01.02.10.43.589,21.20.23
9387,01.02.10.43.592,21.20.23
9388,01.02.10.43.594,21.20.23
9389,01.02.10.43.597,21.20.23
9390,01.02.10.43.598,26.60.12.110
9391,01.02.10.43.599,21.20.23
9392,01.02.10.43.600,21.20.23
9393,01.02.10.43.946,21.20.23
9394,01.02.10.43.888,21.20.23
9395,01.02.10.43.890,21.20.23
9396,01.02.10.43.892,21.20.23
9397,01.02.10.43.893,21.20.23
9398,01.02.10.43.898,21.20.23
9399,01.02.10.43.913,21.20.23
9400,01.02.10.43.914,21.20.23
9401,01.02.10.43.915,21.20.23
9402,01.02.10.43.923,21.20.23
9403,01.02.10.43.924,21.20.23
9404,01.02.10.43.947,21.20.23
9405,01.02.10.43.937,21.20.23
9406,01.02.10.43.944,21.20.23
9407,01.02.10.43.945,21.20.23
9408,01.02.10.43.825,21.20.23
9409,01.02.10.43.827,21.20.23
9410,01.02.10.43.829,21.20.23
9411,01.02.10.43.830,21.20.23
9412,01.02.10.43.831,21.20.23
9413,01.02.10.43.832,21.20.23
9414,01.02.10.43.837,21.20.23
9415,01.02.10.43.949,21.20.23
9416,01.02.10.43.950,21.20.23
9417,01.02.10.43.951,21.20.23
9418,01.02.10.43.142,21.20.23
9419,01.02.10.43.783,21.20.23
9420,01.02.10.43.842,21.20.23
9421,01.02.10.43.844,21.20.23
9422,01.02.10.43.846,21.20.23
9423,01.02.10.43.849,21.20.23
9424,01.02.10.43.850,21.20.23
9425,01.02.10.43.854,21.20.23
9426,01.02.10.43.855,21.20.23
9427,01.02.10.43.601,21.20.23
9428,01.02.10.43.630,21.20.23
9429,01.02.10.43.631,21.20.23
9430,01.02.10.43.632,21.20.23
9431,01.02.10.43.633,21.20.23
9432,01.02.10.43.634,21.20.23
9433,01.02.10.43.635,21.20.23
9434,01.02.10.43.636,21.20.23
9435,01.02.10.43.638,21.20.23
9436,01.02.10.43.640,21.20.23
9437,01.02.10.43.642,21.20.23
9438,01.02.10.43.602,21.20.23
9439,01.02.10.43.643,21.20.23
9440,01.02.10.43.644,21.20.23
9441,01.02.10.43.645,21.20.23
9442,01.02.10.43.647,21.20.23
9443,01.02.10.43.648,21.20.23
9444,01.02.10.43.651,21.20.23
9445,01.02.10.43.653,21.20.23
9446,01.02.10.43.654,21.20.23
9447,01.02.10.43.655,21.20.23
9448,01.02.10.43.656,21.20.23
9449,01.02.10.43.603,21.20.23
9450,01.02.10.43.657,21.20.23
9451,01.02.10.43.864,21.20.23
9452,01.02.10.43.720,21.20.23
9453,01.02.10.43.721,21.20.23
9454,01.02.10.43.722,21.20.23
9455,01.02.10.43.727,21.20.23
9456,01.02.10.43.736,21.20.23
9457,01.02.10.43.735,21.20.23
9458,01.02.10.43.740,21.20.23
9459,01.02.10.43.750,21.20.23
9460,01.02.10.43.604,21.20.23
9461,01.02.10.43.751,21.20.23
9462,01.02.10.43.753,21.20.23
9463,01.02.10.43.755,21.20.23
9464,01.02.10.43.758,21.20.23
9465,01.02.10.43.761,21.20.23
9466,01.02.10.43.766,21.20.23
9467,01.02.10.43.767,21.20.23
9468,01.02.10.43.768,21.20.23
9469,01.02.10.43.769,21.20.23
9470,01.02.10.43.770,21.20.23
9471,01.02.10.43.606,21.20.23
9472,01.02.10.43.607,21.20.23
9473,01.02.10.43.608,21.20.23
9474,01.02.10.43.613,21.20.23
9475,01.02.10.43.629,21.20.23
9476,01.02.10.43.771,21.20.23
9477,01.02.10.43.772,21.20.23
9478,01.02.10.43.774,21.20.23
9479,01.02.10.43.775,21.20.23
9480,01.02.10.43.776,21.20.23
9481,01.02.10.43.777,21.20.23
9482,01.02.10.43.784,21.20.23
9483,01.02.10.43.788,21.20.23
9484,01.02.10.43.380,21.20.23
9485,01.02.10.43.388,21.20.23
9486,01.02.10.43.390,21.20.23
9487,01.02.10.43.391,21.20.23
9488,01.02.10.43.393,21.20.23
9489,01.02.10.43.396,21.20.23
9490,01.02.10.43.397,21.20.23
9491,01.02.10.43.399,21.20.23
9492,01.02.10.43.400,21.20.23
9493,01.02.10.43.402,21.20.23
9494,01.02.10.43.171,26.60.12.110
9495,01.02.10.43.403,21.20.23
9496,01.02.10.43.404,21.20.23
9497,01.02.10.43.405,21.20.23
9498,01.02.10.43.406,21.20.23
9499,01.02.10.43.407,21.20.23
9500,01.02.10.43.408,21.20.23
9501,01.02.10.43.410,21.20.23
9502,01.02.10.43.279,21.20.23
9503,01.02.10.43.280,21.20.23
9504,01.02.10.43.251.01,21.20.23
9505,01.02.10.43.173,26.60.12.110
9506,01.02.10.43.251.02,21.20.23
9507,01.02.10.43.251.03,21.20.23
9508,01.02.10.43.251.04,21.20.23
9509,01.02.10.43.251.05,21.20.23
9510,01.02.10.43.644.01,21.20.23
9511,01.02.10.43.644.02,21.20.23
9512,01.02.10.43.644.03,21.20.23
9513,01.02.10.43.381.01,21.20.23
9514,01.02.10.43.381.02,21.20.23
9515,01.02.10.43.897.01,21.20.23
9516,01.02.10.43.370,21.20.23
9517,01.02.10.43.717.01,21.20.23
9518,01.02.10.43.717.02,21.20.23
9519,01.02.10.43.717.03,21.20.23
9520,01.02.10.43.435.01,21.20.23
9521,01.02.10.43.714.01,21.20.23
9522,01.02.10.43.714.02,21.20.23
9523,01.02.10.43.245.01,21.20.23
9524,01.02.10.43.245.02,21.20.23
9525,01.02.10.43.245.03,21.20.23
9526,01.02.10.43.245.04,21.20.23
9527,01.02.10.43.372,21.20.23
9528,01.02.10.43.373,21.20.23
9529,01.02.10.43.374,21.20.23
9530,01.02.10.43.377,21.20.23
9531,01.02.10.43.378,21.20.23
9532,01.02.10.43.602.01,21.20.23
9533,01.02.10.43.641.01,21.20.23
9534,01.02.10.43.304.01,21.20.23
9535,01.02.10.43.354.01,21.20.23
9536,01.02.10.43.711.01,21.20.23
9537,01.02.10.43.711.02,21.20.23
9538,01.02.10.43.711.03,21.20.23
9539,01.02.10.43.711.04,21.20.23
9540,01.02.10.43.252.06,21.20.23
9541,01.02.10.43.252.07,21.20.23
9542,01.02.10.43.118.01,21.20.23
9543,01.02.10.43.586.01,21.20.23
9544,01.02.10.43.586.02,21.20.23
9545,01.02.10.43.586.03,21.20.23
9546,01.02.10.43.948.01,21.20.23
9547,01.02.10.43.948.02,21.20.23
9548,01.02.10.43.948.03,21.20.23
9549,01.02.10.43.948.04,21.20.23
9550,01.02.10.43.711.05,21.20.23
9551,01.02.10.43.302.05,21.20.23
9552,01.02.10.43.302.06,21.20.23
9553,01.02.10.43.302.07,21.20.23
9554,01.02.10.43.302.08,21.20.23
9555,01.02.10.43.302.09,21.20.23
9556,01.02.10.43.302.10,21.20.23
9557,01.02.10.43.302.01,21.20.23
9558,01.02.10.43.302.02,21.20.23
9559,01.02.10.43.302.03,21.20.23
9560,01.02.10.43.302.04,21.20.23
9561,01.02.10.43.740.01,21.20.23
9562,01.02.10.43.30.01,21.20.23
9563,01.02.10.43.798.01,21.20.23
9564,01.02.10.43.186.01,21.20.23
9565,01.02.10.43.822.01,21.20.23
9566,01.02.10.43.822.02,21.20.23
9567,01.02.10.43.402.01,21.20.23
9568,01.02.10.43.691.01,21.20.23
9569,01.02.10.43.691.02,21.20.23
9570,01.02.10.43.691.03,21.20.23
9571,01.02.10.43.691.04,21.20.23
9572,01.02.10.43.740.02,21.20.23
9573,01.02.10.43.696.01,21.20.23
9574,01.02.10.43.565.01,21.20.23
9575,01.02.10.43.565.02,21.20.23
9576,01.02.10.43.274.01,21.20.23
9577,01.02.10.43.274.02,21.20.23
9578,01.02.10.43.274.03,21.20.23
9579,01.02.10.43.419.01,21.20.23
9580,01.02.10.43.419.02,21.20.23
9581,01.02.10.43.230.01,21.20.23
9582,01.02.10.43.230.02,21.20.23
9583,01.02.10.43.252.01,21.20.23
9584,01.02.10.43.252.02,21.20.23
9585,01.02.10.43.252.03,21.20.23
9586,01.02.10.43.252.04,21.20.23
9587,01.02.10.43.252.05,21.20.23
9588,01.02.10.43.33.01,21.20.23
9589,01.02.10.43.930.01,21.20.23
9590,01.02.10.43.889.01,21.20.23
9591,01.02.10.43.620.03,21.20.23
9592,01.02.10.43.793.01,21.20.23
9593,01.02.10.43.793.02,21.20.23
9594,01.02.10.43.510.01,21.20.23
9595,01.02.10.43.564.03,21.20.23
9596,01.02.10.43.564.04,21.20.23
9597,01.02.10.43.458.01,21.20.23
9598,01.02.10.43.350.01,21.20.23
9599,01.02.10.43.350.02,21.20.23
9600,01.02.10.43.350.03,21.20.23
9601,01.02.10.43.350.04,21.20.23
9602,01.02.10.43.350.05,21.20.23
9603,01.02.10.43.669.01,21.20.23
9604,01.02.10.43.669.02,21.20.23
9605,01.02.10.43.359.01,21.20.23
9606,01.02.10.43.387.01,21.20.23
9607,01.02.10.43.846.01,21.20.23
9608,01.02.10.43.772.01,21.20.23
9609,01.02.10.43.772.02,21.20.23
9610,01.02.10.43.939.01,21.20.23
9611,01.02.10.43.199.01,21.20.23
9612,01.02.10.43.884.01,21.20.23
9613,01.02.10.43.270.01,21.20.23
9614,01.02.10.43.270.02,21.20.23
9615,01.02.10.43.270.03,21.20.23
9616,01.02.10.43.201.01,21.20.23
9617,01.02.10.43.681.01,21.20.23
9618,01.02.10.43.162.01,21.20.23
9619,01.02.10.43.560.01,21.20.23
9620,01.02.10.43.560.02,21.20.23
9621,01.02.10.43.560.03,21.20.23
9622,01.02.10.43.463.01,21.20.23
9623,01.02.10.43.940.01,21.20.23
9624,01.02.10.43.351.01,21.20.23
9625,01.02.10.43.768.02,21.20.23
9626,01.02.10.43.768.03,21.20.23
9627,01.02.10.43.201.02,21.20.23
9628,01.02.10.43.768.04,21.20.23
9629,01.02.10.43.105.01,21.20.23
9630,01.02.10.43.105.02,21.20.23
9631,01.02.10.43.105.03,21.20.23
9632,01.02.10.43.424.01,21.20.23
9633,01.02.10.43.424.02,21.20.23
9634,01.02.10.43.887.01,21.20.23
9635,01.02.10.43.887.02,21.20.23
9636,01.02.10.43.887.03,21.20.23
9637,01.02.10.43.887.04,21.20.23
9638,01.02.10.43.201.03,21.20.23
9639,01.02.10.43.201.04,21.20.23
9640,01.02.10.43.201.05,21.20.23
9641,01.02.10.43.564.01,21.20.23
9642,01.02.10.43.564.02,21.20.23
9643,01.02.10.43.887.05,21.20.23
9644,01.02.10.43.887.06,21.20.23
9645,01.02.10.43.887.07,21.20.23
9646,01.02.10.43.887.08,21.20.23
9647,01.02.10.43.320.01,21.20.23
9648,01.02.10.43.276.01,21.20.23
9649,01.02.10.43.276.02,21.20.23
9650,01.02.10.43.414.01,21.20.23
9651,01.02.10.43.434.01,21.20.23
9652,01.02.10.43.434.02,21.20.23
9653,01.02.10.43.434.03,21.20.23
9654,01.02.10.43.385.01,21.20.23
9655,01.02.10.43.911.01,21.20.23
9656,01.02.10.43.829.01,21.20.23
9657,01.02.10.43.825.01,21.20.23
9658,01.02.10.43.825.02,21.20.23
9659,01.02.10.43.825.03,21.20.23
9660,01.02.10.43.276.03,21.20.23
9661,01.02.10.43.825.04,21.20.23
9662,01.02.10.43.825.05,21.20.23
9663,01.02.10.43.351.02,21.20.23
9664,01.02.10.43.351.03,21.20.23
9665,01.02.10.43.351.04,21.20.23
9666,01.02.10.43.351.05,21.20.23
9667,01.02.10.43.52.01,21.20.23
9668,01.02.10.43.504.01,21.20.23
9669,01.02.10.43.920.01,21.20.23
9670,01.02.10.43.728.01,21.20.23
9671,01.02.10.43.894.01,21.20.23
9672,01.02.10.43.728.02,21.20.23
9673,01.02.10.43.340.01,21.20.23
9674,01.02.10.43.950.01,21.20.23
9675,01.02.10.43.114.01,21.20.23
9676,01.02.10.43.128.01,21.20.23
9677,01.02.10.43.128.02,21.20.23
9678,01.02.10.43.37.01,21.20.23
9679,01.02.10.43.37.02,21.20.23
9680,01.02.10.43.37.03,21.20.23
9681,01.02.10.43.37.04,21.20.23
9682,01.02.10.43.164.01,21.20.23
9683,01.02.10.43.37.05,21.20.23
9684,01.02.10.43.125.01,21.20.23
9685,01.02.10.43.125.02,21.20.23
9686,01.02.10.43.125.03,21.20.23
9687,01.02.10.43.125.04,21.20.23
9688,01.02.10.43.125.05,21.20.23
9689,01.02.10.43.125.06,21.20.23
9690,01.02.10.43.125.07,21.20.23
9691,01.02.10.43.125.08,21.20.23
9692,01.02.10.43.125.09,21.20.23
9693,01.02.10.43.164.02,21.20.23
9694,01.02.10.43.164.03,21.20.23
9695,01.02.10.43.164.04,21.20.23
9696,01.02.10.43.459.01,21.20.23
9697,01.02.10.43.459.02,21.20.23
9698,01.02.10.43.125.10,21.20.23
9699,01.02.10.43.125.11,21.20.23
9700,01.02.10.43.125.12,21.20.23
9701,01.02.10.43.125.13,21.20.23
9702,01.02.10.43.265.01,21.20.23
9703,01.02.10.43.265.02,21.20.23
9704,01.02.10.43.879.01,21.20.23
9705,01.02.10.43.43.09,21.20.23
9706,01.02.10.43.317.01,21.20.23
9707,01.02.10.43.220.01,21.20.23
9708,01.02.10.43.220.02,21.20.23
9709,01.02.10.43.220.03,21.20.23
9710,01.02.10.43.792.01,21.20.23
9711,01.02.10.43.127.01,21.20.23
9712,01.02.10.43.127.02,21.20.23
9713,01.02.10.43.127.03,21.20.23
9714,01.02.10.43.127.04,21.20.23
9715,01.02.10.43.43.01,21.20.23
9716,01.02.10.43.422.01,21.20.23
9717,01.02.10.43.422.02,21.20.23
9718,01.02.10.43.859.01,26.60.12.110
9719,01.02.10.43.151.01,21.20.23
9720,01.02.10.43.151.02,21.20.23
9721,01.02.10.43.151.03,21.20.23
9722,01.02.10.43.151.04,21.20.23
9723,01.02.10.43.151.05,21.20.23
9724,01.02.10.43.611.01,21.20.23
9725,01.02.10.43.609.01,21.20.23
9726,01.02.10.43.43.02,21.20.23
9727,01.02.10.43.609.02,21.20.23
9728,01.02.10.43.133.01,21.20.23
9729,01.02.10.43.133.02,21.20.23
9730,01.02.10.43.546.01,21.20.23
9731,01.02.10.43.401.01,21.20.23
9732,01.02.10.43.680.01,21.20.23
9733,01.02.10.43.125.14,21.20.23
9734,01.02.10.43.125.15,21.20.23
9735,01.02.10.43.125.16,21.20.23
9736,01.02.10.43.125.17,21.20.23
9737,01.02.10.43.43.03,21.20.23
9738,01.02.10.43.125.18,21.20.23
9739,01.02.10.43.125.19,21.20.23
9740,01.02.10.43.125.20,21.20.23
9741,01.02.10.43.125.21,21.20.23
9742,01.02.10.43.125.22,21.20.23
9743,01.02.10.43.125.23,21.20.23
9744,01.02.10.43.125.24,21.20.23
9745,01.02.10.43.849.01,21.20.23
9746,01.02.10.43.736.01,21.20.23
9747,01.02.10.43.512.01,21.20.23
9748,01.02.10.43.43.04,21.20.23
9749,01.02.10.43.43.05,21.20.23
9750,01.02.10.43.43.06,21.20.23
9751,01.02.10.43.43.07,21.20.23
9752,01.02.10.43.43.08,21.20.23
9753,01.02.10.43.633.01,21.20.23
9754,01.02.10.43.633.02,21.20.23
9755,01.02.10.43.418.01,21.20.23
9756,01.02.10.43.418.02,21.20.23
9757,01.02.10.43.98.01,21.20.23
9758,01.02.10.43.98.02,21.20.23
9759,01.02.10.43.98.03,21.20.23
9760,01.02.10.43.171.02,26.60.12.110
9761,01.02.10.43.474.01,21.20.23
9762,01.02.10.43.163.01,21.20.23
9763,01.02.10.43.163.02,21.20.23
9764,01.02.10.43.163.03,21.20.23
9765,01.02.10.43.923.01,21.20.23
9766,01.02.10.43.923.02,21.20.23
9767,01.02.10.43.923.03,21.20.23
9768,01.02.10.43.923.04,21.20.23
9769,01.02.10.43.180.01,21.20.23
9770,01.02.10.43.98.04,21.20.23
9771,01.02.10.43.238.01,21.20.23
9772,01.02.10.43.810.01,21.20.23
9773,01.02.10.43.810.02,21.20.23
9774,01.02.10.43.643.01,21.20.23
9775,01.02.10.43.131.01,21.20.23
9776,01.02.10.43.131.02,21.20.23
9777,01.02.10.43.131.03,21.20.23
9778,01.02.10.43.131.04,21.20.23
9779,01.02.10.43.131.05,21.20.23
9780,01.02.10.43.131.06,21.20.23
9781,01.02.10.43.98.05,21.20.23
9782,01.02.10.43.393.01,21.20.23
9783,01.02.10.43.686.01,21.20.23
9784,01.02.10.43.95.01,21.20.23
9785,01.02.10.43.378.01,21.20.23
9786,01.02.10.43.758.01,21.20.23
9787,01.02.10.43.604.01,21.20.23
9788,01.02.10.43.914.01,21.20.23
9789,01.02.10.43.914.02,21.20.23
9790,01.02.10.43.914.03,21.20.23
9791,01.02.10.43.914.04,21.20.23
9792,01.02.10.43.98.06,21.20.23
9793,01.02.10.43.91.01,21.20.23
9794,01.02.10.43.258.01,21.20.23
9795,01.02.10.43.258.02,21.20.23
9796,01.02.10.43.258.03,21.20.23
9797,01.02.10.43.258.04,21.20.23
9798,01.02.10.43.258.05,21.20.23
9799,01.02.10.43.258.06,21.20.23
9800,01.02.10.43.777.01,21.20.23
9801,01.02.10.43.777.02,21.20.23
9802,01.02.10.43.777.03,21.20.23
9803,01.02.10.43.98.07,21.20.23
9804,01.02.10.43.98.08,21.20.23
9805,01.02.10.43.98.09,21.20.23
9806,01.02.10.43.98.10,21.20.23
9807,01.02.10.43.171.01,26.60.12.110
9808,01.02.10.43.777.04,21.20.23
9809,01.02.10.43.786.01,26.60.12.110
9810,01.02.10.43.786.02,26.60.12.110
9811,01.02.10.43.39.01,21.20.23
9812,01.02.10.43.715.01,21.20.23
9813,01.02.10.43.715.02,21.20.23
9814,01.02.10.43.74.01,21.20.23
9815,01.02.10.43.923.12,21.20.23
9816,01.02.10.43.923.13,21.20.23
9817,01.02.10.43.923.14,21.20.23
9818,01.02.10.43.923.15,21.20.23
9819,01.02.10.43.923.16,21.20.23
9820,01.02.10.43.923.17,21.20.23
9821,01.02.10.43.923.18,21.20.23
9822,01.02.10.43.923.19,21.20.23
9823,01.02.10.43.923.20,21.20.23
9824,01.02.10.43.206.01,21.20.23
9825,01.02.10.43.74.02,21.20.23
9826,01.02.10.43.211.01,21.20.23
9827,01.02.10.43.211.02,21.20.23
9828,01.02.10.43.211.03,21.20.23
9829,01.02.10.43.543.01,21.20.23
9830,01.02.10.43.503.01,21.20.23
9831,01.02.10.43.437.01,21.20.23
9832,01.02.10.43.588.01,21.20.23
9833,01.02.10.43.588.02,21.20.23
9834,01.02.10.43.924.01,21.20.23
9835,01.02.10.43.41.01,21.20.23
9836,01.02.10.43.923.05,21.20.23
9837,01.02.10.43.41.02,21.20.23
9838,01.02.10.43.41.03,21.20.23
9839,01.02.10.43.41.04,21.20.23
9840,01.02.10.43.41.05,21.20.23
9841,01.02.10.43.41.06,21.20.23
9842,01.02.10.43.41.07,21.20.23
9843,01.02.10.43.150.01,21.20.23
9844,01.02.10.43.150.02,21.20.23
9845,01.02.10.43.150.03,21.20.23
9846,01.02.10.43.150.04,21.20.23
9847,01.02.10.43.923.06,21.20.23
9848,01.02.10.43.768.01,21.20.23
9849,01.02.10.43.74.03,21.20.23
9850,01.02.10.43.74.04,21.20.23
9851,01.02.10.43.74.05,21.20.23
9852,01.02.10.43.205.01,21.20.23
9853,01.02.10.43.205.02,21.20.23
9854,01.02.10.43.553.01,21.20.23
9855,01.02.10.43.553.02,21.20.23
9856,01.02.10.43.764.01,21.20.23
9857,01.02.10.43.764.02,21.20.23
9858,01.02.10.43.923.07,21.20.23
9859,01.02.10.43.923.08,21.20.23
9860,01.02.10.43.923.09,21.20.23
9861,01.02.10.43.923.10,21.20.23
9862,01.02.10.43.923.11,21.20.23
9863,01.02.10.43.327.01,21.20.23
9864,01.02.10.43.519.01,21.20.23
9865,01.02.10.43.776.01,21.20.23
9866,01.02.10.43.776.02,21.20.23
9867,01.02.10.43.776.03,21.20.23
9868,01.02.10.43.776.04,21.20.23
9869,01.02.10.43.776.05,21.20.23
9870,01.02.10.43.392.01,21.20.23
9871,01.02.10.43.35.01,21.20.23
9872,01.02.10.43.541.01,21.20.23
9873,01.02.10.43.541.02,21.20.23
9874,01.02.10.43.541.03,21.20.23
9875,01.02.10.43.119.01,21.20.23
9876,01.02.10.43.71.01,21.20.23
9877,01.02.10.43.540.01,21.20.23
9878,01.02.10.43.902.01,21.20.23
9879,01.02.10.43.902.02,21.20.23
9880,01.02.10.43.652.01,21.20.23
